BBG000B9XRY4;2022-06-23T11:30:00Z;136.85;136.85;136.85;136.85;17;
BBG000B9XRY4;2022-06-23T11:31:00Z;136.67;136.67;136.67;136.67;1;
BBG000B9XRY4;2022-06-23T11:32:00Z;136.73;136.66;136.73;136.66;22;
BBG000B9XRY4;2022-06-23T11:33:00Z;136.63;136.59;136.65;136.59;45;
BBG000B9XRY4;2022-06-23T11:34:00Z;136.59;136.56;136.59;136.56;7;
BBG000B9XRY4;2022-06-23T11:35:00Z;136.59;136.61;136.61;136.59;144;
BBG000B9XRY4;2022-06-23T11:37:00Z;136.63;136.68;136.68;136.63;13;
BBG000B9XRY4;2022-06-23T11:38:00Z;136.68;136.65;136.68;136.65;4;
BBG000B9XRY4;2022-06-23T11:39:00Z;136.63;136.63;136.64;136.63;82;
BBG000B9XRY4;2022-06-23T11:40:00Z;136.67;136.67;136.67;136.67;9;
BBG000B9XRY4;2022-06-23T11:41:00Z;136.66;136.6;136.66;136.6;9;
BBG000B9XRY4;2022-06-23T11:42:00Z;136.53;136.5;136.53;136.5;56;
BBG000B9XRY4;2022-06-23T11:43:00Z;136.47;136.51;136.52;136.47;13;
BBG000B9XRY4;2022-06-23T11:44:00Z;136.63;136.56;136.63;136.56;121;
BBG000B9XRY4;2022-06-23T11:45:00Z;136.55;136.55;136.55;136.55;11;
BBG000B9XRY4;2022-06-23T11:46:00Z;136.56;136.6;136.61;136.55;74;
BBG000B9XRY4;2022-06-23T11:47:00Z;136.6;136.6;136.6;136.6;4;
BBG000B9XRY4;2022-06-23T11:48:00Z;136.6;136.75;136.75;136.6;42;
BBG000B9XRY4;2022-06-23T11:49:00Z;136.78;136.78;136.78;136.78;1;
BBG000B9XRY4;2022-06-23T11:50:00Z;136.64;136.64;136.64;136.64;168;
BBG000B9XRY4;2022-06-23T11:52:00Z;136.67;136.67;136.67;136.67;1;
BBG000B9XRY4;2022-06-23T11:53:00Z;136.65;136.67;136.67;136.65;11;
BBG000B9XRY4;2022-06-23T11:54:00Z;136.72;136.72;136.72;136.72;5;
BBG000B9XRY4;2022-06-23T11:56:00Z;136.64;136.64;136.64;136.64;1;
BBG000B9XRY4;2022-06-23T11:57:00Z;136.64;136.64;136.64;136.64;50;
BBG000B9XRY4;2022-06-23T11:58:00Z;136.64;136.64;136.64;136.64;9;
BBG000B9XRY4;2022-06-23T11:59:00Z;136.6;136.58;136.6;136.58;166;
BBG000B9XRY4;2022-06-23T12:00:00Z;136.65;136.53;136.66;136.53;603;
BBG000B9XRY4;2022-06-23T12:01:00Z;136.52;136.46;136.52;136.42;1485;
BBG000B9XRY4;2022-06-23T12:02:00Z;136.47;136.5;136.51;136.47;209;
BBG000B9XRY4;2022-06-23T12:03:00Z;136.52;136.53;136.55;136.51;367;
BBG000B9XRY4;2022-06-23T12:04:00Z;136.52;136.46;136.52;136.46;97;
BBG000B9XRY4;2022-06-23T12:05:00Z;136.45;136.41;136.45;136.41;617;
BBG000B9XRY4;2022-06-23T12:06:00Z;136.4;136.4;136.4;136.38;339;
BBG000B9XRY4;2022-06-23T12:07:00Z;136.42;136.36;136.45;136.36;514;
BBG000B9XRY4;2022-06-23T12:08:00Z;136.36;136.29;136.36;136.26;2088;
BBG000B9XRY4;2022-06-23T12:09:00Z;136.27;136.29;136.31;136.26;708;
BBG000B9XRY4;2022-06-23T12:10:00Z;136.28;136.32;136.34;136.28;483;
BBG000B9XRY4;2022-06-23T12:11:00Z;136.31;136.39;136.4;136.29;1493;
BBG000B9XRY4;2022-06-23T12:12:00Z;136.4;136.42;136.45;136.4;876;
BBG000B9XRY4;2022-06-23T12:13:00Z;136.42;136.36;136.43;136.36;191;
BBG000B9XRY4;2022-06-23T12:14:00Z;136.37;136.31;136.37;136.31;34;
BBG000B9XRY4;2022-06-23T12:15:00Z;136.3;136.38;136.4;136.3;613;
BBG000B9XRY4;2022-06-23T12:16:00Z;136.38;136.36;136.38;136.36;48;
BBG000B9XRY4;2022-06-23T12:17:00Z;136.37;136.39;136.41;136.37;150;
BBG000B9XRY4;2022-06-23T12:18:00Z;136.38;136.34;136.38;136.34;442;
BBG000B9XRY4;2022-06-23T12:19:00Z;136.37;136.42;136.42;136.37;546;
BBG000B9XRY4;2022-06-23T12:20:00Z;136.4;136.4;136.4;136.4;1;
BBG000B9XRY4;2022-06-23T12:21:00Z;136.35;136.35;136.41;136.35;934;
BBG000B9XRY4;2022-06-23T12:22:00Z;136.35;136.39;136.4;136.35;731;
BBG000B9XRY4;2022-06-23T12:23:00Z;136.4;136.47;136.47;136.4;237;
BBG000B9XRY4;2022-06-23T12:24:00Z;136.4;136.41;136.41;136.4;150;
BBG000B9XRY4;2022-06-23T12:25:00Z;136.4;136.38;136.41;136.38;58;
BBG000B9XRY4;2022-06-23T12:26:00Z;136.41;136.3;136.41;136.3;297;
BBG000B9XRY4;2022-06-23T12:27:00Z;136.35;136.36;136.36;136.31;52;
BBG000B9XRY4;2022-06-23T12:28:00Z;136.29;136.32;136.34;136.29;7;
BBG000B9XRY4;2022-06-23T12:29:00Z;136.28;136.27;136.29;136.14;281;
BBG000B9XRY4;2022-06-23T12:30:00Z;136.18;136.09;136.18;136.09;637;
BBG000B9XRY4;2022-06-23T12:31:00Z;136.09;136.18;136.22;136.09;1395;
BBG000B9XRY4;2022-06-23T12:32:00Z;136.14;136.09;136.16;136.07;1176;
BBG000B9XRY4;2022-06-23T12:33:00Z;136.11;136.1;136.12;136.05;1688;
BBG000B9XRY4;2022-06-23T12:34:00Z;136.09;136.07;136.1;136.07;2151;
BBG000B9XRY4;2022-06-23T12:35:00Z;136.1;136.12;136.12;136.09;118;
BBG000B9XRY4;2022-06-23T12:36:00Z;136.11;136.1;136.16;136.03;3966;
BBG000B9XRY4;2022-06-23T12:37:00Z;136.09;136.08;136.1;136.05;2038;
BBG000B9XRY4;2022-06-23T12:38:00Z;136.09;136.09;136.11;136.08;155;
BBG000B9XRY4;2022-06-23T12:39:00Z;136.08;136.04;136.09;136.04;329;
BBG000B9XRY4;2022-06-23T12:40:00Z;136.05;136.15;136.16;136.03;2316;
BBG000B9XRY4;2022-06-23T12:41:00Z;136.15;136.26;136.38;136.15;2657;
BBG000B9XRY4;2022-06-23T12:42:00Z;136.2;136.19;136.2;136.19;89;
BBG000B9XRY4;2022-06-23T12:43:00Z;136.2;136.13;136.27;136.07;1222;
BBG000B9XRY4;2022-06-23T12:44:00Z;136.15;136.1;136.15;136.08;407;
BBG000B9XRY4;2022-06-23T12:45:00Z;136.1;136.17;136.18;136.02;1679;
BBG000B9XRY4;2022-06-23T12:46:00Z;136.16;136.18;136.19;136.15;355;
BBG000B9XRY4;2022-06-23T12:47:00Z;136.15;136.17;136.17;136.07;1124;
BBG000B9XRY4;2022-06-23T12:48:00Z;136.15;136.19;136.19;136.14;10;
BBG000B9XRY4;2022-06-23T12:49:00Z;136.2;136.16;136.21;136.16;107;
BBG000B9XRY4;2022-06-23T12:50:00Z;136.16;136.19;136.2;136.11;1077;
BBG000B9XRY4;2022-06-23T12:51:00Z;136.23;136.21;136.23;136.19;142;
BBG000B9XRY4;2022-06-23T12:52:00Z;136.21;136.22;136.23;136.2;353;
BBG000B9XRY4;2022-06-23T12:53:00Z;136.24;136.22;136.3;136.22;883;
BBG000B9XRY4;2022-06-23T12:54:00Z;136.23;136.16;136.23;136.15;547;
BBG000B9XRY4;2022-06-23T12:55:00Z;136.18;136.25;136.25;136.15;1746;
BBG000B9XRY4;2022-06-23T12:56:00Z;136.32;136.37;136.37;136.3;629;
BBG000B9XRY4;2022-06-23T12:57:00Z;136.33;136.37;136.37;136.33;270;
