BBG000B9XRY4;2022-02-07T04:00:00Z;171.9;172.29;172.3;171.9;94;
BBG000B9XRY4;2022-02-07T04:01:00Z;172.14;172.14;172.14;172.14;1;
BBG000B9XRY4;2022-02-07T04:02:00Z;172.14;172.24;172.25;172.13;66;
BBG000B9XRY4;2022-02-07T04:03:00Z;172.14;172.09;172.24;172.09;39;
BBG000B9XRY4;2022-02-07T04:04:00Z;172.1;172.11;172.24;172.1;60;
BBG000B9XRY4;2022-02-07T04:05:00Z;172.24;172.24;172.29;172.11;41;
BBG000B9XRY4;2022-02-07T04:06:00Z;172.4;172.3;172.4;172.3;6;
BBG000B9XRY4;2022-02-07T04:07:00Z;172.4;172.33;172.4;172.31;6;
BBG000B9XRY4;2022-02-07T04:08:00Z;172.4;172.4;172.4;172.4;4;
BBG000B9XRY4;2022-02-07T04:09:00Z;172.33;172.54;172.54;172.33;7;
BBG000B9XRY4;2022-02-07T04:10:00Z;172.53;172.53;172.53;172.53;9;
BBG000B9XRY4;2022-02-07T04:12:00Z;172.36;172.49;172.49;172.33;19;
BBG000B9XRY4;2022-02-07T04:14:00Z;172.47;172.34;172.47;172.34;5;
BBG000B9XRY4;2022-02-07T04:15:00Z;172.34;172.44;172.44;172.34;9;
BBG000B9XRY4;2022-02-07T04:16:00Z;172.44;172.34;172.44;172.34;8;
BBG000B9XRY4;2022-02-07T04:17:00Z;172.44;172.34;172.44;172.33;23;
BBG000B9XRY4;2022-02-07T04:18:00Z;172.44;172.58;172.58;172.32;66;
BBG000B9XRY4;2022-02-07T04:19:00Z;172.35;172.35;172.35;172.35;2;
BBG000B9XRY4;2022-02-07T04:20:00Z;172.34;172.34;172.34;172.34;1;
BBG000B9XRY4;2022-02-07T04:26:00Z;172.36;172.36;172.36;172.36;1;
BBG000B9XRY4;2022-02-07T04:27:00Z;172.38;172.56;172.56;172.38;10;
BBG000B9XRY4;2022-02-07T04:28:00Z;172.57;172.57;172.57;172.57;3;
BBG000B9XRY4;2022-02-07T04:29:00Z;172.57;172.58;172.58;172.56;16;
BBG000B9XRY4;2022-02-07T04:30:00Z;172.58;172.58;172.58;172.56;11;
BBG000B9XRY4;2022-02-07T04:31:00Z;172.57;172.88;172.88;172.57;12;
BBG000B9XRY4;2022-02-07T04:32:00Z;172.87;172.85;172.87;172.85;4;
BBG000B9XRY4;2022-02-07T04:33:00Z;172.6;172.6;172.6;172.6;2;
BBG000B9XRY4;2022-02-07T04:35:00Z;172.78;172.78;172.78;172.78;12;
BBG000B9XRY4;2022-02-07T04:37:00Z;172.79;172.79;172.79;172.79;2;
BBG000B9XRY4;2022-02-07T04:38:00Z;172.78;172.78;172.78;172.78;5;
BBG000B9XRY4;2022-02-07T04:41:00Z;172.64;172.64;172.64;172.64;5;
BBG000B9XRY4;2022-02-07T04:42:00Z;172.7;172.65;172.77;172.65;7;
BBG000B9XRY4;2022-02-07T04:43:00Z;172.75;172.75;172.75;172.65;9;
BBG000B9XRY4;2022-02-07T04:44:00Z;172.75;172.65;172.75;172.65;4;
BBG000B9XRY4;2022-02-07T04:45:00Z;172.75;172.75;172.75;172.75;1;
BBG000B9XRY4;2022-02-07T04:46:00Z;172.66;172.75;172.75;172.65;5;
BBG000B9XRY4;2022-02-07T04:47:00Z;172.75;172.75;172.75;172.75;6;
BBG000B9XRY4;2022-02-07T04:49:00Z;172.75;172.75;172.75;172.66;8;
BBG000B9XRY4;2022-02-07T04:50:00Z;172.75;172.75;172.75;172.65;8;
BBG000B9XRY4;2022-02-07T04:53:00Z;172.72;172.65;172.72;172.65;9;
BBG000B9XRY4;2022-02-07T04:54:00Z;172.65;172.65;172.71;172.65;14;
BBG000B9XRY4;2022-02-07T04:55:00Z;172.65;172.65;172.71;172.65;3;
BBG000B9XRY4;2022-02-07T04:56:00Z;172.65;172.65;172.65;172.65;1;
BBG000B9XRY4;2022-02-07T04:57:00Z;172.69;172.7;172.7;172.65;18;
BBG000B9XRY4;2022-02-07T04:58:00Z;172.64;172.7;172.7;172.64;10;
BBG000B9XRY4;2022-02-07T04:59:00Z;172.7;172.64;172.71;172.64;3;
